host_city,lyrics,artist,language,country,eurovision_number,year,title,lyrics_english,host_country
Madrid,"Londen-Stad lag stil te dromen in de zon Van zee te dromen in de zon, rondom mij Waar ik ging langsheen de zomen van 't gazon Stonden de bomen in de zon, er zalig bij En toen kwam jij, Jennifer Jennings En danste lief als de lente voorbij Jij kwam, Jennifer Jennings En blauwe ogen die lachten naar mij Naar mij, alleen naar mij Jij hebt mij toen meegenomen door de stad Langsheen de dromen die je had, zacht als zij En sindsdien keren mijn dromen telkens weer Naar al die dromen van weleer, van jou en mij En dan kom jij, Jenniffer Jennings Zo fris en speels als de liefde zo blij Want jij, Jennifer Jennings Je bent precies wat ik droomde voor mij Ja dan kom jij, Jennifer Jennings En blauwe ogen die lachen naar mij Maar jij, Jennifer Jennings Je danste telkens en telkens voorbij Voorbij, altijd voorbij Steeds weer voorbij Hopeloos voorbij",Louis Neefs (2),Dutch,Belgium,14,1969,Jennifer Jennings,"London city, was dreaming still in the sun Dreaming of the sea, in the sunshine around me Where I went, along the borders of the garden the trees stood sweetly in the sunshine And then you came, Jennifer Jennings Dancing sweetly as the spring before me You came, Jennifer Jennings And blue eyes, they were laughing at me At me, only at me You took me through the city then, Along the dreams you had, soft as silk, and since then my dreams always return to all those dreams of before, of you and mee And then you came, Jennifer Jennings So fresh and playfull as the spring, so happy Because you, Jennifer Jennings You're exactly what I dreamt for me Yes, you came, Jennifer Jennings And blue eyes, they were laughing at me But you, Jennifer Jennings you kept dancing always and always past me past me, always past me Kept on passing me Hopelessly past me",Spain
Madrid,"Bonjour, bonjour, es ist schön dich mal wiederzusehen Bonjour, bonjour, grade heut' scheint die Sonne so schön An deiner Hand, durch die Stadt zu geh'n, das wünsch' ich mir nur Bonjour, bonjour  Der Himmel lacht wie mein Herz, wenn du lieb zu mir bist Es blühen Blumen, wo sonst nur der Straßenstaub ist Ein Vogel singt für uns beide in Moll und in Dur ""Bonjour, bonjour""  Die Welt ist wunderbar, sie kann nicht schöner sein Und sie gehört nur den Verliebten allein  Bonjour, bonjour, es ist schön, dich mal wiederzusehen Bonjour, bonjour, nur bei dir scheint die Sonne so schön Was ich erlebe mit dir, das ist alles l'amour Bonjour, bonjour  ""Bonjour, bonjour"", sagen alle, die dich und mich seh'n Bonjour, bonjour, schlägt die Uhr und für uns bleibt sie steh'n Gleich zieht ein Denkmal den Hut, darauf warte ich nur Bonjour, bonjour  Die Welt ist wunderbar, sie kann nicht schöner sein Und sie gehört nur den Verliebten allein  ""Bonjour, bonjour"", sagt das Glück, und es kommt zu uns zwei'n In deinen Armen flieg' ich in den Himmel hinein Wenn ich auch weiß', für mich bleibt nach der glücklichen Zeit Nur Einsamkeit  Bonsoir, bonsoir, es war schön dich mal wiederzusehen Fällt's mir auch schwer, so verliebt auseinander zugehen Ich träum' von dir, bis du kommst und dann sage ich nur ""Bonjour, bonjour""",Paola del Medico,German (French),Switzerland,14,1969,"Bonjour, bonjour","Good day, good day, it's wonderful to see you once again Good day, good day, especially today the sun shines so beautifully My only wish is to walk through the town led by your hand Good day, good day The sky laughs like my heart, when you love me dearly Flowers are blooming, where previously could be found street dust A bird sings for us in a minor and a major key: ""Good day, good day"" The world is wonderful, it can't be more beautiful And it only belongs to the lovers Good day, good day, it's wonderful to see you once again Good day, good day, only with you the sun shines so beautifully My experience with you, that's all love Good day, good day ""Good day, good day"", says everybody, who sees you and me Good day, good day, the clock chimes and it stops for us Soon a monument will take off his hat, that's what I'm waiting for Good day, good day The world is wonderful, it can't be more beautiful And it only belongs to the lovers ""Good day, good day"", fortune says and it comes to us In your arms I fly into the sky I also know, that after the lucky time Only loneliness will remain Good evening, good evening, it was wonderful to see you again Though it's hard for me to leave you such in love I dream of you till you come back and then I only say: ""Good day, good day""",Spain
Madrid,"Oj, oj, oj, så glad jeg skal bli Når ikke lenger han har noen på si’ Oj, oj, oj, da skal det bli fest Og jeg skal være den eneste gjest Oj, oj, oj, så glad jeg skal bli Når jeg kan slippe konkurrentene fri Oj, oj, oj, alene med deg Ja, det et toppen av livet for meg  Jeg har verdens kjekkeste kar, den saken er klar Men han har for stor appetitt på mini-invitt Han flyr etter Eva, Lise og Anne Og boltrer seg vilt som fisken i vannet  Men hver gang han legger på svøm Så har jeg en inderlig drøm:  Oj, oj, oj, så glad jeg skal bli Når ikke lenger han har noen på si’ Oj, oj, oj, da skal det bli fest Og jeg skal være den eneste gjest  Oj, oj, oj, så glad jeg skal bli Når jeg kan slippe konkurrentene fri Oj, oj, oj, alene med deg Ja, det et toppen av livet for meg  Lala lala lalalala… Lalala lala lala lalalala… Lala lala lalalala… Lalala lalala lalala… lalala lalala… Lalala lalalala…  Oj, oj, oj, oj…",Kirsti Sparboe (3),Norwegian,Norway,14,1969,"Oj, oj, oj, så glad jeg skal bli","Holy moly1, I'm going to be so happy Once there is nobody with him anymore Holy moly, there's going to be a party And I'll be the only guest Holy moly, I'm going to be so happy Once I'm able to release my competitors Holy moly, being alone with you Yes, that's the best thing in life I could imagine I've got the most attractive guy in the world, that's obvious But he's got too much of an appetite for mini-skirt offerings2 He's running after Eva, Lise and Anne He's frolicking just like a fish in water But every time he gets ready to swim another round I've got a heartfelt dream: Holy moly, I'm going to be so happy Once there is nobody with him anymore Holy moly, there's going to be a party And I'll be the only guest Holy moly, I'm going to be so happy Once I'm able to release my competitors Holy moly, being alone with you Yes, that's the best thing in life I could imagine La, la, la... Holy moly!",Spain
Madrid,"Primaballerina, Primaballerina Kleine Porzellanfigur, warum bist du allein? Primaballerina, Primaballerina Tanz auf deiner Spieluhr Und musst immer einsam sein  Primaballerina, Primaballerina Primaballerina, deine Welt ist die Musik Primaballerina, Primaballerina Dreh' dich zu dem Glockenspiel Im Tanz - da liegt dein Glück  Du bist schön in deinem weißen Kleid Du musst dich dreh'n, aber nie zu zweit Sag, weint dein Herz Wenn die Nachtigall Ihr Lied von ihrem Liebsten singt?  Lalala... Lalalala lalala... Sag, weint dein Herz Wenn die Nachtigall Ihr Lied von ihrem Liebsten singt?  Primaballerina, Primaballerina Kleine Porzellanfigur, noch nie hast du gelacht Primaballerina, Primaballerina Wer hat dich verzaubert Und ins Märchenland gebracht?  Du bist schön in deinem weißen Kleid Du musst dich dreh'n, aber nie zu zweit Sag, weinst du nicht Wenn das Mondlicht Sich im Lächeln der Verliebten bricht?  Lalala... Lalalala lalala... Sag, weinst du nicht Wenn das Mondlicht Sich im Lächeln der Verliebten bricht?  Primaballerina, Primaballerina Alles Schöne dieser Welt, das muss einmal vergeh'n Primaballerina, Primaballerina Kleine Porzellanfigur, das wirst du nie versteh'n  Primaballerina, Primaballerina Primaballerina, einmal bricht das Glück entzwei Primaballerina, Primaballerina Primaballerina, und dann ist der Tanz vorbei",Siw Malmkvist (2),German,Germany,14,1969,Primaballerina,"Primaballerina, Primaballerina Little porcelain figurine, why are you alone? Primaballerina, Primaballerina You dance on your musical clock And must always be lonely Primaballerina, Primaballerina Primaballerina, music is your world Primaballerina, Primaballerina Turn to the chimes You only feel lucky when you dance You look pretty in your white dress You have to pirouette, but never in a pair Tell me, does your heart cry When the nightingale sings a song for her lover? Lalala... lalalala lalala... Tell me, does your heart cry When the nightingale sings a song for her lover? Primaballerina, Primaballerina Little porcelain figurine, you have never laughed Primaballerina, Primaballerina Who cast a spell on you and brought you to fairytale land? You look pretty in your white dress You have to pirouette, but never in a pair Tell me, don't you cry When the moon lights up the lovers' smiles? Lalala... lalalala lalala... Tell me, don't you cry When the moon lights up the lovers' smiles? Primaballerina, Primaballerina Everything beautiful in this world fades away eventually Primaballerina, Primaballerina Little porcelain figurine, you'll never understand that Primaballerina, Primaballerina Primaballerina, once your happiness will break in two Primaballerina, Primaballerina Primaballerina, and then the dance is over",Spain
Madrid,Un jour se lèvera Sur trois branches de lilas Qu'un enfant regardera Comme un livre d'images Le monde autour de lui Sera vide et c'est ainsi Qu'il inventera la vie A sa première page  En dessinant La forme d'une orange Il donnera au ciel Son premier soleil En dessinant l'oiseau Il inventera la fleur En cherchant le bruit de l'eau Il entendra le cri du cœur  En dessinant Les branches d'une étoile Il trouvera l'enfant Le chemin des grands Des grands qui ont gardé Un regard émerveillé Pour les fruits de chaque jour Et pour les roses de l'amour,Frida Boccara,French,France,14,1969,"Un jour, un enfant","A day will dawn Over three branches of lilacs That a child will behold Just like a picture book The world around him Will be empty, and so He'll imagine life From a blank page By drawing the shape of an orange He'll give the sky its first sun By drawing the bird He'll invent the flowers By searching the sound of the water He'll hear the cry of the heart By drawing the points of a star This very child will find the path Of the grown people who still Look amazed At the fruits of every day And at the roses of love",Spain
Madrid,"[Verso 1] Corpo de linho, lábios de mosto Meu corpo lindo, meu fogo posto Eira de milho, luar de agosto Quem faz um filho, fá-lo por gosto  É milho-rei, milho vermelho Cravo de carne, bago de amor Filho de um rei Que sendo velho... Volta a nascer quando há calor  [Refrão] Minha palavra dita à luz do Sol nascente Meu madrigal de madrugada Amor, amor, amor, amor, amor presente Em cada espiga, desfolhada La la la...  [Verso 2] Minha raiz de pinho verde Meu céu azul tocando a serra Ó minha mágoa e minha sede Ó mar ao sul da minha terra  É trigo loiro, é além Tejo O meu país neste momento O sol o queima, o vento o beija Seara louca em movimento  [Refrão] Minha palavra dita à luz do Sol nascente Meu madrigal de madrugada Amor, amor, amor, amor, amor presente Em cada espiga, desfolhada  [Ponte] Olhos de amêndoa, cisterna escura Onde se alpendra a desventura Moura escondida, moura encantada Lenda perdida, lenda encontrada  Ó minha terra, minha aventura Casca de noz desamparada Ó minha terra Minha lonjura... Por mim perdida, por mim achada  La la la...",Simone de Oliveira (2),Portuguese,Portugal,14,1969,Desfolhada portuguesa,"Body of line, lips of must My handsome body, my lit fire Threshing-floor of corn, moonlight of August Who bears a child, does it out of love It is corn-king, red corn Clove of meat, little grape of love Son of a king who being old Returns to be born when there is heat My spoken word to the nascent sunlight My madrigal of dawn Love, love, love, love, love present In each defoliated ear My root of green pine My blue sky touching the mountain range Oh my heartache and my thirst Oh sea to the south of my land It is blonde wheat, it is beyond Tagus My country in this movement The sun burns it, the wind kisses it It will harvest crazily in movement My spoken word to the nascent sunlight My madrigal of dawn Love, love, love, love, love present In each defoliated ear Eyes of almond, dark cistern Where the misadventure is covered with porch Hidden fury, enchanted fury Lost legend, found legend Oh my land, my adventure Helpless shell of us Oh my land, my faraway place For me lost, for me found",Spain
Madrid,"Kuin silloin ennen, silloin ennen Silloin ennen, on kaikki yhtä hyvin taas Kuin silloin ennen, silloin ennen Silloin ennen, on kaikki hyvin taas  Taas tunnen uudestaan kuin silloin ennen Kuin eilispäivää ollutkaan ei ois Nyt luokses tulla saan kuin silloin ennen Ja tiedän, etten lähde koskaan pois  Silmät loistaa sun, vain sen, en enempää mä nää Sydän toistaa mun, sen minkä livertää Tuo sinirinta satakieli  Kaikki taas on niin kuin silloin ennen Ja toivoa en muuta enää vois  Kuin silloin ennen, silloin ennen Silloin ennen, on kaikki yhtä hyvin taas Kuin silloin ennen, silloin ennen Silloin ennen, on kaikki hyvin taas  Kaikki taas on niin kuin silloin ennen Ja toivoa en muuta enää vois  Kuin silloin ennen, silloin ennen Silloin ennen, on kaikki yhtä hyvin taas Kuin silloin ennen, silloin ennen Silloin ennen, on kaikki hyvin taas",Jarkko & Laura,Finnish,Finland,14,1969,Kuin silloin ennen,"Only two Christmas presents, only two I'd wish for Just a small moment to take a breather and definitely peace of mind I only wish for Christmas magic I wish our hearts don't worry at least for a while and Christmas brings that hopeful moment If only with the mild night wind Christmas would bring once again some peace of mind to this confused world of ours Why should I wish for gold more unneeded odds and ends Would those bring that moment of rest which feels like forgiveness",Spain
Amsterdam,"Waterman, ben jij een Waterman? Dan past jouw sterrenbeeld bij mij Intuïtief, heb ik je nu al lief 'T Is net of jij eenvoudig hoort bij mij Waterman, mijn teken en talisman Van nu af aan hoor jij bij mij Waterman, zachtmoedige Waterman Mijn liefste man, dat ben jij  Sterrenbeeld, dat niet met harten speelt Maar mensen helpen wil, altijd Jij kent gewoon geen ruwe heerserstoon Jij zoekt altijd naar warme mens'lijkheid  Waterman, mijn teken en talisman Van nu af aan hoor jij bij mij Waterman, zachtmoedige Waterman Mijn liefste man, dat ben jij  Waterman, mijn teken en talisman Van nu af aan hoor jij bij mij Waterman, zachtmoedige waterman Mijn liefste man, dat ben jij  Die altijd fair bent Altijd trouw en solidair bent Maar ook vaak zo goedgelovig En voor slechtheid ietwat dovig  Soms zo ernstig, haast verlegen Maar oneindig toegenegen Waterman",Hearts of Soul,Dutch,Netherlands,15,1970,Waterman,"Aquarius Aquarius, are you an Aquarius? Then your sign of the zodiac matches mine Intuitively, I already love you It's just like you simply belong to me Aquarius, my sign and talisman From now on you belong to me Aquarius, gentle Waterman My dearest man, that's what you are Sign of the zodiac, that doesn't play with hearts But that wants to help people, always You just don't know a rough dominant tone You always look for warm humanity Aquarius, my sign and talisman From now on you belong to me Aquarius, gentle Waterman My dearest man, that's what you are Aquarius, my sign and talisman From now on you belong to me Aquarius, gentle Waterman My dearest man, that's what you are You are always fair Always faithful and solidary But also often so credulous And somewhat deaf to evil Sometimes so serious, almost shy But endlessly affectionate Aquarius",Netherlands
Amsterdam,"Toi qui m'attends au moins toutes les nuits Et moi qui prends le train pour l'Italie J'y resterai dix jours, ni trop long ni trop court C'est un peu loin, je sais, mais tiens-toi bien À mon retour, j'aurai, dans un écrin Les photographies de mes p'tites amies Et l'Italie vaudra bien quelques nuits  Papa bapa papa...  Toi qui as l'âme sœur mieux qu'une sœur Et moi qui joue carreau avec ton cœur Je me fais l'affaire pour les Angleterres  C'est un peu loin, je sais, mais tiens-toi bien À mon retour, j'aurai, dans un écrin Deux-trois galipettes et quelques bouclettes Et ta douleur vaudra bien mon ardeur  Papa bapa papa...  Toi qui donnes l'amour mieux qu'une mère Et moi qui fais le sourd, comme on prend l'air J'pars à la conquête de toutes les minettes  Ça n'est pas rien, je sais, mais tiens-toi bien À mon retour, j'aurai, dans un écrin Une grande expérience, tu peux m'faire confiance Et notre amour vaudra bien un détour  Papa bapa papa...  Toi qui fermes les yeux sur mon absence Toi qui parles si peu, toi la clémence Je sais qu'entre toutes, au bout de mes routes  Je garderai pour toi, au fond du cœur Une place de choix, comme une fleur Et puis une bagouse, qui f'ra des jalouses Et ton amour vaudra bien mon retour  Papa bapa papa...",Henri Dès,French,Switzerland,15,1970,Retour,"You wait for me at least every night And I take the train to Italy I'll stay there for ten days, neither very long nor too short It's a bit far, I know, but take care On my return, I'll have in a jewel case The photos of my girlfriends And Italy will be well worth some nights Pa pa ba pa pa pa... pa pa ba pa pa... Pa pa pa pa pa... pa pa pa ba pa pa... Pa pa pa pa pa pa... pa pa ba pa pa... Pa pa pa pa pa... pa pa pa ba pa pa... You care more for a soul mate than for a sister And I'm careful with your heart I'm about to leave for England It's a bit far, I know, but take care On my return, I'll have in a jewel box Two or three caprioles and some little curls And your pain will be well worth my ardour Pa pa ba pa pa pa... pa pa ba pa pa... Pa pa pa pa pa... pa pa pa ba pa pa... Pa pa pa pa pa pa... pa pa ba pa pa... Pa pa pa pa pa... pa pa pa ba pa pa... You give your love better than a mother And I play deaf, like taking air I go to conquer all the cuties That's not nothing, I know, but take care On my return, I'll have in a jewel case A great experience, you can trust on me And our love will be well worth a detour Pa pa ba pa pa pa... pa pa ba pa pa... Pa pa pa pa pa... pa pa pa ba pa pa... Pa pa pa pa pa pa... pa pa ba pa pa... Pa pa pa pa pa... pa pa pa ba pa pa... You close your eyes to my absence You don't speak much, you are the mercy I know that between all, at the end of my routes I'll keep for you, in the bottom of my heart A special place, like a flower And then a ring, that will make people jealous And your love will be well worth my return Pa pa ba pa pa pa... pa pa ba pa pa... Pa pa pa pa pa... pa pa pa ba pa pa... Pa pa pa pa pa pa... pa pa ba pa pa... Pa pa pa pa pa... pa pa pa ba pa pa...",Netherlands
Amsterdam,Occhi di ragazza Quanti cieli quanti mari che m'aspettano Occhi di ragazza Se vi guardo vedo i sogni che farò Partiremo insieme per un viaggio Per città che non conosco Quante primavere che verranno Che felici ci faranno Sono già negli occhi tuoi  Occhi di ragazza Io vi parlo Coi silenzi dell'amore E riesco a dire Tante cose che la bocca non dirà  Quando ti risvegli la mattina Tutto il sole nei tuoi occhi C'è una luce che mi porta fino a te  Un giorno in loro scoprirò Quello che tu nasconderai  Occhi di ragazza Questo viaggio prima o poi Sarà finito Una spiaggia vuota senza mare Io dovrò vedere in voi  Occhi di ragazza Quanto male vi farete perdonare L'acqua di una lacrima d'addio Sarà l'ultimo regalo Che da voi riceverò  L'acqua di una lacrima d'addio Sarà l'ultimo regalo Che da voi riceverò,Gianni Morandi,Italian,Italy,15,1970,Occhi di ragazza,"Eyes of a girl, so many skies, so many seas await me Eyes of a girl, if I look into them, I see the dreams that I'll make We'll go together on a journey to a city that I don't know of So many springs to come, that will make us happy Eyes of a girl, I speak to them with love's silence And I risk in saying so many things that my mouth won't say When you wake up in the morning, the whole sun is in your eyes When night falls, the night from your eyes There is a light that takes me to you One day in them I will find What it is you're hiding Eyes of a girl, this journey sooner or later, will have ended An empty beach without a sea, I'll have to see in you Eyes of a girl, how many bad things will you forgive me The water from a goodbye tear is the last gift That I'll receive from you The water from a goodbye tear is the last gift That I'll receive from you",Netherlands
Amsterdam,"Pridi, dala ti bom cvet Ki raste le v meni, le zate cveti Pridi, dala ti bom cvet Odprla bom zate vse svoje lati  O pomladi nisem sanjala, saj v rokah jo držim Večnosti ne bom oznanjala, se smrti ne bojim Umrla bom zato, da v tebi se rodim Ljubi moj  Pridi, dala ti bom cvet Cvetela sem zate, utrgati smeš me le ti  Pridi, dala ti bom cvet Ki raste le v meni, le zate cveti Pridi, dala ti bom cvet Odprla bom zate vse svoje lati  O pomladi nisem sanjala, saj v rokah jo držim Večnosti ne bom oznanjala, se smrti ne bojim Umrla bom zato, da v tebi se rodim Ljubi moj  Pridi, dala ti bom cvet Cvetela sem zate, utrgati smeš me le ti",Eva Sršen,Slovene,Yugoslavia,15,1970,"Pridi, dala ti bom cvet","Come, I’ll give you the flower Which grows only in me, which blooms only for you Come, I’ll give you the flower I’ll open for you all my tassels I haven’t been dreaming of a spring, because I hold it in my hand I won’t announce eternity, I’m not afraid of death I will die to be born in you My dear Come, I’ll give you the flower I was blooming for you, only you may pick me Come, I’ll give you the flower Which grows only in me, which blooms only for you Come, I’ll give you the flower I’ll open for you all my tassels I haven’t been dreaming of a spring, because I hold it in my hand I won’t announce eternity, I’m not afraid of death I will die to be born in you My dear Come, I’ll give you the flower I was blooming for you, only you may pick me",Netherlands
Amsterdam,"Un chagrin vient d'apparaître Un peu de pluie pour tes cils Quelques larmes viennent de naître Un peu d'amour qui s'enfuit  Viens l'oublier Ce garçon te fait trop souvent souffrir Viens l'effacer Ce premier amour était mal écrit  Un nuage va disparaître Un bouquet d'ombres qui s'enfuit Un soleil vient d'apparaître Un peu de bleu pour tes cils  Viens l'oublier Ce garçon te fait trop souvent souffrir Viens l'effacer Ce premier amour était mal écrit  Une étoile vient d'apparaître Un peu de nuit pour tes cils Une rose vient de naître Un peu d'amour dans la nuit  Viens l'oublier Ce garçon te fait trop souvent souffrir Allez, viens l'effacer Ce premier amour était mal écrit  Viens",Jean Vallée,French,Belgium,15,1970,Viens l'oublier,"A heartache has just come up Some rain for your eyelashes Some tears have just been born Some love that is escaping Come on, forget him This boy makes you suffer far too often Come on, erase him from your life This first love was badly written A cloud has just disappeared A bunch of shadows that is disappearing A sun has just come out Some blue for your eyelashes Come on, forget him This boy makes you suffer far too often Come on, erase him from your life This first love was badly written A star has just come out Some night for your eyelashes A rose has just been born Some love in the night Come on, forget him This boy makes you suffer far too often Come on, erase him from your life This first love was badly written Come on",Netherlands
Amsterdam,"C'est l'heure où des perles de givre se posent Où chaque feuille se prend pour une rose Quelque part un oiseau chante quelque chose Et Marie-Blanche est à moi  Nous sommes là dans une douce quiétude Nous avons mis fin à notre solitude Nos corps apprennent de tendres habitudes Et Marie-Blanche est à moi  Et Marie-Blanche est à moi, et moi, je l'aime Et Marie-Blanche s'endort près de moi  La neige tombe et le vent lui fait escorte Tous les étangs sont gelés, oui, mais qu'importe À l'hiver nous avons fermé notre porte Et Marie-Blanche est à moi  Et Marie-Blanche est à moi, et moi, je l'aime Et Marie-Blanche s'endort près de moi  Oh, que le temps lui-même tourne ses pages Nous resterons là un siècle ou davantage La ville dort sous l'aile des blancs nuages Et Marie-Blanche est à moi  Je ne veux rien savoir du reste du monde La terre ne m'a jamais semblé aussi ronde Contre mon cœur, il y a sa tête blonde Et Marie-Blanche est à moi",Guy Bonnet,French,France,15,1970,Marie-Blanche,"It's the time that the frosty pearls settle  	That every leaf thinks to be a rose  	Somewhere a bird sings something  	And Marie-Blanche is mine We're there in a soft stillness  	We've put an end to our loneliness  	Our bodies learn tender habits  	And Marie-Blanche is mine And Marie-Blanche is mine, and I love her  	And Marie-Blanche falls asleep near me The snow falls and the wind escorts her  	Every pond is frozen, yes, but what does it matter  	In the winter we closed our door  	And Marie-Blanche is mine And Marie-Blanche is mine, and I love her  	And Marie-Blanche falls asleep near me Oh, may the time turn its pages  	We'll stay there for a century or longer  	The city sleeps under the wing of white clouds  	And Marie-Blanche is mine I don't want to know a thing about the rest of the world  	The earth never seemed so round to me  	Against my heart, there's her blonde hair  	And Marie-Blanche is mine",Netherlands
Amsterdam,"Tears of rain Run down my window pane I'm on my own again Good evening, sorrow  Sit and dream Of how things might have been And as I close my eyes I get the strangest feeling  Knock, knock - ""Who's there?"" Could this be love that's calling? The door is always open wide  Knock, knock - ""Who's there?"" Now as the night is falling Take off your coat and come inside  Climb the stair And then I say a prayer For someone who could share My situation  But instead As I lay down my head I have to leave it all To my imagination  Knock, knock - ""Who's there?"" Could this be love that's calling? The door is always open wide  Knock, knock - ""Who's there?"" Now as the night is falling Take off your coat and come inside  Lalala lalala lalala...  Sit and dream Of how things might have been And as I close my eyes I get the strangest feeling  Knock, knock - ""Who's there?"" Could this be love that's calling? The door is always open wide  Knock, knock - ""Who's there?"" Now as the night is falling Take off your coat and come inside  Take off your coat and come inside",Mary Hopkin,English,United Kingdom,15,1970,"Knock, Knock Who's There?","Tears of rain Run down my window pane I'm on my own again Good evening, sorrow  Sit and dream Of how things might have been And as I close my eyes I get the strangest feeling  Knock, knock - ""Who's there?"" Could this be love that's calling? The door is always open wide  Knock, knock - ""Who's there?"" Now as the night is falling Take off your coat and come inside  Climb the stair And then I say a prayer For someone who could share My situation  But instead As I lay down my head I have to leave it all To my imagination  Knock, knock - ""Who's there?"" Could this be love that's calling? The door is always open wide  Knock, knock - ""Who's there?"" Now as the night is falling Take off your coat and come inside  Lalala lalala lalala...  Sit and dream Of how things might have been And as I close my eyes I get the strangest feeling  Knock, knock - ""Who's there?"" Could this be love that's calling? The door is always open wide  Knock, knock - ""Who's there?"" Now as the night is falling Take off your coat and come inside  Take off your coat and come inside",Netherlands
Amsterdam,"Je vivais bien là-haut dans mes nuages J'avais le cœur et la tête en voyage Je me croyais tranquille pour longtemps Pour longtemps  Chaque fois que je regardais la terre Je la trouvais bien ronde et bien sévère Je n'avais pas envie de voir les gens Mais tout à coup, un jour, en te voyant  Je suis tombé du ciel pour me pencher sur toi En arrivant du ciel, je suis tombé sur toi Il m'est venu des ailes en m'approchant de toi Je suis tombé du ciel et je suis fou de joie  Je n'irai plus jamais dans les nuages Tu es ma ville et tu es mon village J'ai découvert que le seul paradis C'est ici  Dieu qu'on s'ennuie quand on plane là-haut À vivre seul comme un triste pierrot Quand il suffit de plonger dans tes yeux Pour naviguer au milieu du ciel bleu  Je suis tombé du ciel pour me pencher sur toi En arrivant du ciel, je suis tombé sur toi Il m'est venu des ailes en m'approchant de toi Je suis tombé du ciel et je suis fou de joie  La la la la la la... la la la la la la... La la la la la la... et je suis fou de joie",David Alexandre Winter,French,Luxembourg,15,1970,Je suis tombé du ciel,"I fell from heaven I lived well up there in my clouds My heart and my head were travelling I felt I was quiet for a long time For a long time Everytime I looked at the earth I found it very round and very hard I didn't want to see people But suddenly, one day, while seeing you I fell from heaven to bend me over you Arriving from heaven, I fell on you Approaching you, gave me wings I fell from heaven and I'm mad with joy I'll never go back to the clouds You're my city and you're my village I've discovered that the only paradise Is here I pray that they will be bored when they sore up there To live alone like a sad stay-at-home When it's enough to dive in your eyes To navigate in the middle of the blue sky I fell from heaven to bend me over you Arriving from heaven, I fell on you Approaching you, gave me wings I fell from heaven and I'm mad with joy La la la la la la... la la la la la la... La la la la la la... and I am mad with joy",Netherlands
Amsterdam,"JULIO IGLESIAS  Gwendolyne Tan dentro de mí Conservo el calor Que me haces sentir... Conservo tu amor Tan dentro de mí Que aún puedo vivir Muriendo de amor Muriendo de ti Como buscan las olas La orilla del mar Como busca un marino Su puerto y su hogar Yo he buscado en mi alma Queriéndote hallar Y tan sólo encontré Mi soledad  Y a pesar que estás lejos Tan lejos de mí... A pesar de otros besos Quizás, Gwendolyne Aún recuerdes el tiempo De aquel nuestro amor... Aún te acuerdes de mí  Y aún recuerdo aquel ayer Cuando estabas junto a mí Tú me hablabas del amor Yo aún podía sonreír... Aún recuerdo aquel amor... Y ahora te alejas de mí  Le he pedido al silencio Que me hable de ti He vagado en la noche Queriéndote oír Y al murmullo del viento Le he oído decir Tu nombre: Gwendolyne",Julio Iglesias,Spanish,Spain,15,1970,Gwendolyne,"Gwendolyne So deep inside of me I keep the warmth Which you make me feel I keep your love So deep inside of me That I can still live Dying for love Dying for you Like the waves that searches the sea shore Like the sailor that searches his harbour and his home I have searched in my soul, willing to find you And I only found my loneliness And although you're far away, so far away from me Although other kisses, maybe, Gwendolyne You still remember the time of our love You still remember me And I still remember that yesterday When you were by my side You were talking about love I could still smile I still remember that love And now you go away from me I've asked the silence to talk to me about you I've wandered in the night, wanting to hear you And I heard the whisper of the wind say Your name, Gwendolyne",Netherlands
Amsterdam,"Une voix grave et nostalgique Dans mon cœur chante une musique Musique anachronique Avec elle, je reviens toujours À l’époque du soixante-dix-huit tours Rayé et oublié C’était toi qui charmais, Marlène Qui troublais, Marlène, c’était toi Tu n’étais pas pour moi la reine des écrans, Marlène Mais l’Ange Bleu qu’on n’oubliera jamais De longs doigts, un fum’ cigarette Un regard qui n’en finissait pas Sait pas, sait pas ses bas Ses bas noirs en Cinérama Une silhouette en sexyrama, Marlène Oui, c’est bien toi Tu souris et je suis Marlène Les gens crient: “Marlène!” – c’est pour moi Je rêve d’un escalier de scène comme toi, Marlène Que je descends langoureusement Un mètre cinquante avec mes talons Des cheveux frisés comme un mouton Oh, quelle désillusion Je voulais tant lui ressembler Vous ensorceler, vous ‘Marlèniser’ L’Ange Bleu, pour moi c’est raté Sie sagte: “Die Liebe, das ist mein Leben” “Nur auf die bin ich eingestellt” Non, non, je ne peux pas “You take me, take me in the sky” “You make me crazy in my mind” Jamais je ne pourrai… “I want you, I love you, darling” “I’ve got you” Je ne pourrai jamais, jamais chanter comme ça",Dominique Dussault,French (English/German),Monaco,15,1970,Marlène,"A low and nostalgic voice In my heart sings music Old-fashioned music With that, I always return To the time of the seventy-eight record Scratched and forgotten It was you who charmed, Marlene Who overwhelmed, Marlene, it was you You weren't the queen of the screen to me, Marlene But the Blue Angel1 that will never be forgotten Long fingers, a lit cigarette A glance that never ended Doesn't know, doesn't know its end Your black stockings in Cinerama2 A silhouette in sexyrama, Marlene Yes, it's you You smile and I'm Marlene People shout: ""Marlene!"" – it's for me I dream of a stairway on the scene like you, Marlene That I descend languorously One metre fifty with my heels Curly hair like a sheep Oh, what a disillusion I wanted to resemble her so much To bewitch you, to 'Marlenise' you The Blue Angel, for me it failed She said: ""Love, that's my life"" ""I'm only fond of that"" No, no, I can't ""You take me, take me in the sky"" ""You make me crazy in my mind"" I could never... ""I want you, I love you, darling"" ""I've got you"" I could never, never sing like that",Netherlands
